id,a,b,product,target_heuristic,ot_score,dd_score,rc_score,category,notes,digit_total,nonzero_total,complexity_c,split
hds_491,687,878,603186,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_492,687,996,684252,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_493,688,676,465088,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_494,688,777,534576,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_495,688,899,618512,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_496,688,967,665296,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_497,689,779,536731,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_498,689,787,542243,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_499,689,789,543621,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_500,689,897,618033,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_501,689,898,618722,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_502,689,977,673153,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_503,696,697,485112,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_504,696,877,610392,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_505,697,686,478142,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_506,697,978,681666,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_507,698,676,471848,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_508,698,797,556306,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_509,698,899,627502,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_510,699,789,551511,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_511,712,891,634392,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_512,722,778,561716,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_513,726,452,328152,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_514,727,717,521259,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_515,737,384,283008,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_516,741,794,588354,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_517,747,472,352584,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_518,753,597,449541,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_519,762,517,393954,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_520,764,959,732676,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_521,766,768,588288,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_522,766,868,664888,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_523,766,897,687102,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_524,766,976,747616,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_525,767,676,518492,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_526,767,689,528463,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_527,767,877,672659,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_528,767,878,673426,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_529,767,896,687232,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_530,769,677,520613,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_531,769,966,742854,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_532,769,968,744392,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_533,772,893,689396,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_534,776,523,405848,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_535,776,879,682104,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_536,776,888,689088,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_537,777,677,526029,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_538,777,697,541569,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_539,777,996,773892,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_540,777,998,775446,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_541,778,668,519704,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_542,778,766,595948,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_543,778,866,673748,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_544,779,812,632548,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_545,779,868,676172,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_546,779,877,683183,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_547,786,879,690894,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_548,786,898,705828,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_549,787,678,533586,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_550,787,878,690986,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_551,788,798,628824,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_552,788,887,698956,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_553,789,787,620943,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_554,789,789,622521,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_555,796,667,530932,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_556,796,768,611328,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_557,796,969,771324,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_558,796,997,793612,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_559,797,887,706939,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_560,799,143,114257,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_561,799,689,550511,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_562,811,854,692594,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_563,812,327,265524,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_564,839,452,379228,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_565,847,678,574266,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_566,866,986,853876,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_567,867,624,541008,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_568,867,687,595629,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_569,867,769,666723,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_570,867,987,855729,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_571,868,689,598052,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_572,868,796,690928,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_573,868,966,838488,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_574,868,999,867132,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_575,869,679,590051,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_576,869,687,597003,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_577,869,776,674344,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_578,869,988,858572,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_579,871,713,621023,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_580,871,998,869258,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_581,876,677,593052,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_582,876,699,612324,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_583,877,666,584082,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_584,877,677,593729,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_585,877,967,848059,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_586,878,688,604064,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_587,878,778,683084,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_588,878,797,699766,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_589,879,667,586293,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_590,879,876,770004,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_591,879,898,789342,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_592,886,131,116066,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_593,886,676,598936,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_594,887,879,779673,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_595,887,953,845311,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_596,887,968,858616,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_597,887,969,859503,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_598,887,976,865712,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_599,888,678,602064,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_600,888,699,620712,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_601,889,428,380492,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_602,889,686,609854,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_603,889,966,858774,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_604,896,769,689024,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_605,896,869,778624,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_606,896,888,795648,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_607,897,676,606372,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_608,897,688,617136,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_609,897,767,687999,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_610,898,986,885428,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_611,898,999,897102,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_612,899,687,617613,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_613,899,886,796514,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_614,916,267,244572,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_615,936,567,530712,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_616,947,992,939424,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_617,953,457,435521,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_618,956,712,680672,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_619,956,743,710308,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_620,962,244,234728,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_621,966,218,210588,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_622,966,687,663642,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_623,966,696,672336,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_624,966,786,759276,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_625,966,887,856842,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_626,966,896,865536,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_627,967,289,279463,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_628,967,786,760062,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_629,968,666,644688,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_630,968,789,763752,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_631,969,879,851751,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_632,969,998,967062,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_633,976,689,672464,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_634,976,697,680272,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_635,976,699,682224,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_636,976,787,768112,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_637,977,679,663383,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_638,977,769,751313,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_639,977,997,974069,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_640,978,688,672864,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_641,978,788,770664,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_642,978,986,964308,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_643,979,679,664741,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_644,979,687,672573,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_645,979,767,750893,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_646,979,886,867394,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_647,979,989,968231,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_648,986,767,756262,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_649,987,769,759003,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_650,987,899,887313,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_651,987,977,964299,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_652,988,688,679744,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_653,988,696,687648,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_654,988,698,689624,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_655,988,996,984048,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_656,989,789,780321,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_657,989,798,789222,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_658,989,866,856474,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_659,989,977,966253,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_660,996,976,972096,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_661,997,788,785636,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_662,998,666,664668,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_663,998,899,897202,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_664,998,977,975046,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_665,999,667,666333,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_666,21,21,441,RC,0.45,0.3,0.75,near_25,"Generated: 21 near 25, 21 near 25",4,4,16,train
hds_667,21,23,483,RC,0.45,0.3,0.75,near_25,"Generated: 21 near 25, 23 near 25",4,4,16,train
hds_668,22,22,484,RC,0.45,0.3,0.75,near_25,"Generated: 22 near 25, 22 near 25",4,4,16,train
hds_669,22,23,506,RC,0.45,0.3,0.75,near_25,"Generated: 22 near 25, 23 near 25",4,4,16,train
hds_670,22,24,528,RC,0.45,0.3,0.75,near_25,"Generated: 22 near 25, 24 near 25",4,4,16,val
hds_671,22,26,572,RC,0.55,0.3,0.75,near_25,"Generated: 22 near 25, 26 near 25",4,4,16,train
hds_672,22,27,594,RC,0.55,0.3,0.75,near_25,"Generated: 22 near 25, 27 near 25",4,4,16,test
hds_673,22,28,616,RC,0.55,0.3,0.75,near_25,"Generated: 22 near 25, 28 near 25",4,4,16,val
hds_674,22,29,638,RC,0.55,0.3,0.75,near_25,"Generated: 22 near 25, 29 near 25",4,4,16,train
hds_675,23,23,529,RC,0.45,0.3,0.9,near_25,"Generated: 23 near 25, 23 near 25",4,4,16,val
hds_676,23,24,552,RC,0.45,0.3,0.9,near_25,"Generated: 23 near 25, 24 near 25",4,4,16,val
hds_677,23,26,598,RC,0.55,0.3,0.9,near_25,"Generated: 23 near 25, 26 near 25",4,4,16,train
hds_678,23,28,644,RC,0.55,0.3,0.75,near_25,"Generated: 23 near 25, 28 near 25",4,4,16,train
hds_679,23,29,667,RC,0.55,0.3,0.75,near_25,"Generated: 23 near 25, 29 near 25",4,4,16,train
hds_680,23,34,782,RC,0.45,0.3,0.55,near_25,"Generated: 23 near 25, 34 near 25",4,4,16,train
hds_681,24,24,576,RC,0.45,0.3,0.9,near_25,"Generated: 24 near 25, 24 near 25",4,4,16,train
hds_682,24,26,624,RC,0.55,0.3,0.9,near_25,"Generated: 24 near 25, 26 near 25",4,4,16,val
hds_683,24,27,648,RC,0.55,0.3,0.9,near_25,"Generated: 24 near 25, 27 near 25",4,4,16,test
hds_684,24,31,744,RC,0.45,0.3,0.55,near_25,"Generated: 24 near 25, 31 near 25",4,4,16,train
hds_685,24,32,768,RC,0.45,0.3,0.55,near_25,"Generated: 24 near 25, 32 near 25",4,4,16,test
hds_686,26,26,676,RC,0.55,0.3,0.9,near_25,"Generated: 26 near 25, 26 near 25",4,4,16,train
hds_687,27,27,729,RC,0.55,0.3,0.9,near_25,"Generated: 27 near 25, 27 near 25",4,4,16,val
hds_688,27,29,783,RC,0.55,0.3,0.75,near_25,"Generated: 27 near 25, 29 near 25",4,4,16,test
hds_689,27,31,837,RC,0.45,0.3,0.55,near_25,"Generated: 27 near 25, 31 near 25",4,4,16,train
hds_690,28,28,784,RC,0.55,0.3,0.75,near_25,"Generated: 28 near 25, 28 near 25",4,4,16,test
hds_691,28,29,812,RC,0.55,0.3,0.75,near_25,"Generated: 28 near 25, 29 near 25",4,4,16,train
hds_692,29,29,841,RC,0.55,0.3,0.75,near_25,"Generated: 29 near 25, 29 near 25",4,4,16,train
hds_693,41,52,2132,RC,0.45,0.3,0.55,near_50,"Generated: 41 near 50, 52 near 50",4,4,16,train
hds_694,46,46,2116,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 46 near 50",4,4,16,train
hds_695,46,47,2162,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 47 near 50",4,4,16,train
hds_696,46,48,2208,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 48 near 50",4,4,16,train
hds_697,46,49,2254,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 49 near 50",4,4,16,train
hds_698,46,51,2346,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 51 near 50",4,4,16,train
hds_699,46,53,2438,RC,0.55,0.3,0.75,near_50,"Generated: 46 near 50, 53 near 50",4,4,16,train
hds_700,47,47,2209,RC,0.55,0.3,0.75,near_50,"Generated: 47 near 50, 47 near 50",4,4,16,train
hds_701,47,48,2256,RC,0.55,0.3,0.75,near_50,"Generated: 47 near 50, 48 near 50",4,4,16,train
hds_702,47,49,2303,RC,0.55,0.3,0.75,near_50,"Generated: 47 near 50, 49 near 50",4,4,16,train
hds_703,47,51,2397,RC,0.55,0.3,0.75,near_50,"Generated: 47 near 50, 51 near 50",4,4,16,train
hds_704,47,52,2444,RC,0.55,0.3,0.75,near_50,"Generated: 47 near 50, 52 near 50",4,4,16,train
hds_705,47,53,2491,RC,0.55,0.3,0.75,near_50_3off,Control: 3 away from 50,4,4,16,test
hds_706,48,48,2304,RC,0.55,0.3,0.9,near_50,"Generated: 48 near 50, 48 near 50",4,4,16,test
hds_707,48,51,2448,RC,0.55,0.3,0.9,near_50,"Generated: 48 near 50, 51 near 50",4,4,16,train
hds_708,48,53,2544,RC,0.55,0.3,0.75,near_50,"Generated: 48 near 50, 53 near 50",4,4,16,test
hds_709,49,51,2499,RC,0.55,0.3,0.9,near_50_symmetric,49×51 = 50²-1 = 2499,4,4,16,train
hds_710,49,53,2597,RC,0.55,0.3,0.75,near_50,"Generated: 49 near 50, 53 near 50",4,4,16,train
hds_711,51,51,2601,RC,0.45,0.3,0.9,near_50,"Generated: 51 near 50, 51 near 50",4,4,16,train
hds_712,51,52,2652,RC,0.55,0.3,0.9,near_50,"Generated: 51 near 50, 52 near 50",4,4,16,train
hds_713,51,53,2703,RC,0.55,0.3,0.75,near_50,"Generated: 51 near 50, 53 near 50",4,4,16,train
hds_714,51,54,2754,RC,0.55,0.3,0.75,near_50,"Generated: 51 near 50, 54 near 50",4,4,16,train
hds_715,51,98,4998,RC,0.55,0.3,0.7,near_50_and_100_v2,Variant,4,4,16,train
hds_716,52,53,2756,RC,0.55,0.3,0.75,near_50,"Generated: 52 near 50, 53 near 50",4,4,16,train
hds_717,53,53,2809,RC,0.55,0.3,0.75,near_50,"Generated: 53 near 50, 53 near 50",4,4,16,train
hds_718,53,54,2862,RC,0.55,0.3,0.75,near_50,"Generated: 53 near 50, 54 near 50",4,4,16,train
hds_719,96,97,9312,RC,0.55,0.3,0.75,near_100,"Generated: 96 near 100, 97 near 100",4,4,16,val
hds_720,96,98,9408,RC,0.55,0.3,0.75,near_100,"Generated: 96 near 100, 98 near 100",4,4,16,test
hds_721,96,99,9504,RC,0.55,0.3,0.75,near_100,"Generated: 96 near 100, 99 near 100",4,4,16,train
hds_722,97,99,9603,RC,0.55,0.3,0.75,near_100,"Generated: 97 near 100, 99 near 100",4,4,16,val
hds_723,99,99,9801,RC,0.55,0.3,0.9,near_100,"Generated: 99 near 100, 99 near 100",4,4,16,train
hds_724,23,801,18423,RC,0.45,0.3,0.55,near_25_mixed,"Generated: 23 near 25, 801 far from base",5,4,20,train
hds_725,49,102,4998,RC,0.45,0.3,0.7,near_50_and_100,"One near 50, one near 100",5,4,20,train
hds_726,91,101,9191,RC,0.45,0.3,0.55,near_100,"Generated: 91 near 100, 101 near 100",5,4,20,train
hds_727,91,102,9282,RC,0.45,0.3,0.55,near_100,"Generated: 91 near 100, 102 near 100",5,4,20,train
hds_728,92,101,9292,RC,0.45,0.3,0.55,near_100,"Generated: 92 near 100, 101 near 100",5,4,20,train
hds_729,93,102,9486,RC,0.45,0.3,0.55,near_100,"Generated: 93 near 100, 102 near 100",5,4,20,train
hds_730,94,102,9588,RC,0.45,0.3,0.55,near_100,"Generated: 94 near 100, 102 near 100",5,4,20,train
hds_731,96,102,9792,RC,0.45,0.3,0.75,near_100,"Generated: 96 near 100, 102 near 100",5,4,20,train
hds_732,96,103,9888,RC,0.45,0.3,0.75,near_100,"Generated: 96 near 100, 103 near 100",5,4,20,train
hds_733,96,104,9984,RC,0.45,0.3,0.75,near_100,"Generated: 96 near 100, 104 near 100",5,4,20,test
hds_734,97,103,9991,RC,0.45,0.3,0.75,near_100_3off,Control: 3 away from 100,5,4,20,train
hds_735,97,104,10088,RC,0.45,0.3,0.75,near_100,"Generated: 97 near 100, 104 near 100",5,4,20,train
hds_736,98,101,9898,RC,0.45,0.3,0.9,near_100,"Generated: 98 near 100, 101 near 100",5,4,20,train
hds_737,98,102,9996,RC,0.45,0.3,0.9,near_100_2off,Both 2 away from 100,5,4,20,test
hds_738,98,104,10192,RC,0.45,0.3,0.75,near_100,"Generated: 98 near 100, 104 near 100",5,4,20,train
hds_739,98,106,10388,RC,0.45,0.3,0.55,near_100,"Generated: 98 near 100, 106 near 100",5,4,20,train
hds_740,98,107,10486,RC,0.45,0.3,0.55,near_100,"Generated: 98 near 100, 107 near 100",5,4,20,train
hds_741,98,108,10584,RC,0.45,0.3,0.55,near_100,"Generated: 98 near 100, 108 near 100",5,4,20,val
hds_742,98,109,10682,RC,0.45,0.3,0.55,near_100,"Generated: 98 near 100, 109 near 100",5,4,20,train
hds_743,99,101,9999,RC,0.45,0.3,0.9,near_100_symmetric,99×101 = 100²-1 = 9999,5,4,20,train
hds_744,99,102,10098,RC,0.45,0.3,0.9,near_100,"Generated: 99 near 100, 102 near 100",5,4,20,test
hds_745,99,104,10296,RC,0.45,0.3,0.75,near_100,"Generated: 99 near 100, 104 near 100",5,4,20,train
hds_746,99,106,10494,RC,0.45,0.3,0.55,near_100,"Generated: 99 near 100, 106 near 100",5,4,20,train
