id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_05463,781170041,30000404,23435416822696564,DDDDD00DD,D0000D0D,9,8,7,3,17,10,170,d17_nz10,train
mm_05464,805006304,749584159,603419973373538336,D0D00DD0D,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,val
mm_05465,18307,20035556,366790923692,DDD0D,D00DDDDD,5,8,4,6,13,10,130,d13_nz10,train
mm_05466,94500614,60003000,5670320341842000,DDD00DDD,D000D000,8,8,6,2,16,8,128,d16_nz8,train
mm_05467,80307,72686545,5837238369315,D0D0D,DDDDDDDD,5,8,3,8,13,11,143,d13_nz11,test
mm_05468,88212014,701456393,61876881159705502,DDDDD0DD,D0DDDDDDD,8,9,7,8,17,15,255,d17_nz15,train
mm_05469,83248537,2455293,204399550156341,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_05470,7579967,850404792,6446040260001864,DDDDDDD,DD0D0DDDD,7,9,7,7,16,14,224,d16_nz14,test
mm_05471,10000,533193532,5331935320000,D0000,DDDDDDDDD,5,9,1,9,14,10,140,d14_nz10,val
mm_05472,41920670,510409409,21396704399584030,DDDD0DD0,DD0D0DD0D,8,9,6,6,17,12,204,d17_nz12,train
mm_05473,1010260,70,70718200,D0D0DD0,D0,7,2,4,1,9,5,45,d9_nz5,test
mm_05474,414347909,987756397,409274797698323873,DDDDDDD0D,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_05475,933400244,276774907,258341765726877308,DDDD00DDD,DDDDDDD0D,9,9,7,8,18,15,270,d18_nz15,train
mm_05476,752002009,443856481,333780965419670329,DDD00D00D,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,val
mm_05477,748480040,26642675,19941510449707000,DDDDD00D0,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,train
mm_05478,766876558,98,75153902684,DDDDDDDDD,DD,9,2,9,2,11,11,121,d11_nz11,train
mm_05479,205338902,978115682,200845200170861164,D0DDDDD0D,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_05480,8422210,426544438,3592446831167980,DDDDDD0,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_05481,563117,846972572,476944653826924,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,train
mm_05482,901027007,7770000,7000979844390000,D0D0DD00D,DDD0000,9,7,5,3,16,8,128,d16_nz8,train
mm_05483,960959818,37904825,36425013733321850,DD0DDDDDD,DDD0DDDD,9,8,8,7,17,15,255,d17_nz15,train
mm_05484,3605,440089655,1586523206275,DD0D,DD00DDDDD,4,9,3,7,13,10,130,d13_nz10,val
mm_05485,557941,90301600,50382965005600,DDDDDD,D0D0DD00,6,8,6,4,14,10,140,d14_nz10,train
mm_05486,600816608,80000020,48065340656332160,D00DDDD0D,D00000D0,9,8,6,2,17,8,136,d17_nz8,train
mm_05487,267099013,16073076,4293102735473988,DDD0DD0DD,DD0DD0DD,9,8,7,6,17,13,221,d17_nz13,train
mm_05488,9040060,50000000,452003000000000,D0D00D0,D0000000,7,8,3,1,15,4,60,d15_nz4,train
mm_05489,110914176,1169,129658671744,DD0DDDDDD,DDDD,9,4,8,4,13,12,156,d13_nz12,test
mm_05490,6200,1121906,6955817200,DD00,DDDDD0D,4,7,2,6,11,8,88,d11_nz8,test
mm_05491,766437806,930006,712791758206836,DDDDDDD0D,DD000D,9,6,8,3,15,11,165,d15_nz11,train
mm_05492,428321490,393465632,168529785762031680,DDDDDDDD0,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05493,384705888,218418745,84026977251070560,DDDD0DDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05494,50,390,19500,D0,DD0,2,3,1,2,5,3,15,d5_nz3,train
mm_05495,143139058,80351591,11501451044541278,DDDDDD0DD,D0DDDDDD,9,8,8,7,17,15,255,d17_nz15,train
mm_05496,6003502,5000,30017510000,D00DD0D,D000,7,4,4,1,11,5,55,d11_nz5,train
mm_05497,39999598,533193888,21327541176057024,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_05498,800045080,459900000,367940732292000000,D000DD0D0,DDDD00000,9,9,4,4,18,8,144,d18_nz8,train
mm_05499,269632325,200155509,53968395253228425,DDDDDDDDD,D00DDDD0D,9,9,9,6,18,15,270,d18_nz15,train
mm_05500,901511438,711929,641812136543902,D0DDDDDDD,DDDDDD,9,6,8,6,15,14,210,d15_nz14,train
mm_05501,704627022,85200003,60034224388281066,D0DDDD0DD,DDD0000D,9,8,7,4,17,11,187,d17_nz11,train
mm_05502,360895062,500040000,180461966802480000,DD0DDD0DD,D000D0000,9,9,7,2,18,9,162,d18_nz9,train
mm_05503,216773839,99039168,21469100658725952,DDDDDDDDD,DD0DDDDD,9,8,9,7,17,16,272,d17_nz16,val
mm_05504,2834429,459063,1301181480027,DDDDDDD,DDD0DD,7,6,7,5,13,12,156,d13_nz12,train
mm_05505,40003004,4080740,163241858542960,D000D00D,D0D0DD0,8,7,3,4,15,7,105,d15_nz7,train
mm_05506,792216261,76767601,60816541830159861,DDDDDDDDD,DDDDDD0D,9,8,9,7,17,16,272,d17_nz16,train
mm_05507,20010000,5031078,100671870780000,D00D0000,D0DD0DD,8,7,2,5,15,7,105,d15_nz7,train
mm_05508,328473565,947698555,311293922906198575,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05509,100110,456673035,45717537533850,D00DD0,DDDDDD0DD,6,9,3,8,15,11,165,d15_nz11,val
mm_05510,40066509,6070082,243206995083738,D00DDD0D,D0D00DD,8,7,5,4,15,9,135,d15_nz9,train
mm_05511,948765381,399894,379405583269614,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,train
mm_05512,83209916,594424670,49462026859027720,DDD0DDDD,DDDDDDDD0,8,9,7,8,17,15,255,d17_nz15,train
mm_05513,70200000,200000000,14040000000000000,D0D00000,D00000000,8,9,2,1,17,3,51,d17_nz3,val
mm_05514,300020109,337647277,101300972849093193,D000D0D0D,DDDDDDDDD,9,9,4,9,18,13,234,d18_nz13,test
mm_05515,675364,9470903,6396306933692,DDDDDD,DDD0D0D,6,7,6,5,13,11,143,d13_nz11,train
mm_05516,2229755,97869542,218225100622210,DDDDDDD,DDDDDDDD,7,8,7,8,15,15,225,d15_nz15,val
mm_05517,9691295,988573654,9580558910141930,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_05518,530603049,555509861,294755225996166189,DD0D0D0DD,DDDD0DDDD,9,9,6,8,18,14,252,d18_nz14,train
mm_05519,900030899,180015830,162019809309131170,D000D0DDD,DD00DDDD0,9,9,5,6,18,11,198,d18_nz11,train
mm_05520,94715264,400000000,37886105600000000,DDDDDDDD,D00000000,8,9,8,1,17,9,153,d17_nz9,train
mm_05521,33291406,395205302,13156940162234612,DDDDDD0D,DDDD0DD0D,8,9,7,7,17,14,238,d17_nz14,train
mm_05522,855521606,11775060,10073818241946360,DDDDDDD0D,DDDDD0D0,9,8,8,6,17,14,238,d17_nz14,train
mm_05523,23816,18387436,437915175776,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,val
mm_05524,574502517,100073500,57492477634999500,DDDD0DDDD,D000DDD00,9,9,8,4,18,12,216,d18_nz12,train
mm_05525,86513728,7342128,635194864733184,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_05526,87772558,294390710,25839425668136180,DDDDDDDD,DDDDD0DD0,8,9,8,7,17,15,255,d17_nz15,val
mm_05527,8000,50000265,400002120000,D000,D0000DDD,4,8,1,4,12,5,60,d12_nz5,train
mm_05528,10600059,9,95400531,D0D000DD,D,8,1,4,1,9,5,45,d9_nz5,test
mm_05529,66739925,615542,41081226914350,DDDDDDDD,DDDDDD,8,6,8,6,14,14,196,d14_nz14,val
mm_05530,90303000,399147251,36044194207053000,D0D0D000,DDDDDDDDD,8,9,3,9,17,12,204,d17_nz12,train
mm_05531,60203,962014200,57916140882600,D0D0D,DDD0DDD00,5,9,3,6,14,9,126,d14_nz9,train
mm_05532,827060004,266759324,220625967574477296,DDD0D000D,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,train
mm_05533,7000000,55600195,389201365000000,D000000,DDD00DDD,7,8,1,6,15,7,105,d15_nz7,train
mm_05534,203033050,862042096,175023035979272800,D0D0DD0D0,DDD0DD0DD,9,9,5,7,18,12,216,d18_nz12,train
mm_05535,200600000,70400871,14122414722600000,D00D00000,D0D00DDD,9,8,2,5,17,7,119,d17_nz7,test
mm_05536,173372828,286327,49641321722756,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,train
mm_05537,737758814,95727746,70623988355853244,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_05538,408592530,605698598,247483922574272940,D0DDDDDD0,D0DDDDDDD,9,9,7,8,18,15,270,d18_nz15,train
mm_05539,2790,17000000,47430000000,DDD0,DD000000,4,8,3,2,12,5,60,d12_nz5,train
mm_05540,70060070,200000,14012014000000,D00D00D0,D00000,8,6,3,1,14,4,56,d14_nz4,test
mm_05541,18978595,60011479,1138933555292005,DDDDDDDD,D00DDDDD,8,8,8,6,16,14,224,d16_nz14,train
mm_05542,8230677,4,32922708,DDD0DDD,D,7,1,6,1,8,7,56,d8_nz7,train
mm_05543,600,859,515400,D00,DDD,3,3,1,3,6,4,24,d6_nz4,test
mm_05544,70503,600000,42301800000,D0D0D,D00000,5,6,3,1,11,4,44,d11_nz4,train
mm_05545,720286521,54036208,38921552268352368,DD0DDDDDD,DD0DDD0D,9,8,8,6,17,14,238,d17_nz14,val
mm_05546,48,100002000,4800096000,DD,D0000D000,2,9,2,2,11,4,44,d11_nz4,train
mm_05547,13080032,209935985,2745969401751520,DD0D00DD,D0DDDDDDD,8,9,5,8,17,13,221,d17_nz13,train
mm_05548,488479638,526512039,257190410213361882,DDDDDDDDD,DDDDDD0DD,9,9,9,8,18,17,306,d18_nz17,train
mm_05549,30000000,900000000,27000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,train
mm_05550,403547699,979801744,395396739267387056,D0DDDDDDD,DDDD0DDDD,9,9,8,8,18,16,288,d18_nz16,train
mm_05551,3635619,33889153,123208048540707,DDDDDDD,DDDDDDDD,7,8,7,8,15,15,225,d15_nz15,train
mm_05552,780660,40132819,31330086480540,DD0DD0,D0DDDDDD,6,8,4,7,14,11,154,d14_nz11,train
mm_05553,91172,300374000,27385698328000,DDDDD,D00DDD000,5,9,5,4,14,9,126,d14_nz9,test
mm_05554,90001006,600803,54072874407818,D000D00D,D00D0D,8,6,3,3,14,6,84,d14_nz6,train
mm_05555,50401100,5972567,301023946623700,D0D0DD00,DDDDDDD,8,7,4,7,15,11,165,d15_nz11,train
mm_05556,80000000,70000000,5600000000000000,D0000000,D0000000,8,8,1,1,16,2,32,d16_nz2,train
mm_05557,547449033,930029751,509143887846180783,DDDDDD0DD,DD00DDDDD,9,9,8,7,18,15,270,d18_nz15,train
mm_05558,100000100,147441781,14744192844178100,D00000D00,DDDDDDDDD,9,9,2,9,18,11,198,d18_nz11,val
mm_05559,368914886,139349343,51408046987019898,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_05560,70677600,344250867,24330825077479200,D0DDDD00,DDDDD0DDD,8,9,5,8,17,13,221,d17_nz13,val
mm_05561,740040030,102920,76164919887600,DD00D00D0,D0DDD0,9,6,4,4,15,8,120,d15_nz8,val
mm_05562,707703672,39677652,28080020016738144,D0DD0DDDD,DDDDDDDD,9,8,7,8,17,15,255,d17_nz15,train
mm_05563,84478152,959418065,81049865126615880,DDDDDDDD,DDDDDD0DD,8,9,8,8,17,16,272,d17_nz16,train
mm_05564,560311145,645753791,361823046023300695,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05565,4972540,9000,44752860000,DDDDDD0,D000,7,4,6,1,11,7,77,d11_nz7,train
mm_05566,131414947,4901523,644133385264281,DDDDDDDDD,DD0DDDD,9,7,9,6,16,15,240,d16_nz15,test
mm_05567,9723529,681456356,6626160639800324,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,val
mm_05568,698058536,604868000,422233270553248000,DDD0DDDDD,D0DDDD000,9,9,8,5,18,13,234,d18_nz13,train
mm_05569,42007116,914,38394504024,DD00DDDD,DDD,8,3,6,3,11,9,99,d11_nz9,train
mm_05570,47341389,165070490,7814666279510610,DDDDDDDD,DDD0D0DD0,8,9,8,6,17,14,238,d17_nz14,train
mm_05571,68867950,809874,55774362138300,DDDDDDD0,D0DDDD,8,6,7,5,14,12,168,d14_nz12,train
mm_05572,832503801,973205320,810197128053421320,DDDD0DD0D,DDDD0DDD0,9,9,7,7,18,14,252,d18_nz14,val
mm_05573,40000,950403193,38016127720000,D0000,DD0D0DDDD,5,9,1,7,14,8,112,d14_nz8,train
mm_05574,204090060,6005,1225560810300,D0D0D00D0,D00D,9,4,4,2,13,6,78,d13_nz6,train
mm_05575,74815411,820257848,61367928024095528,DDDDDDDD,DD0DDDDDD,8,9,8,8,17,16,272,d17_nz16,train
mm_05576,245373,204550600,50191194373800,DDDDDD,D0DDD0D00,6,9,6,5,15,11,165,d15_nz11,train
mm_05577,100322000,30909,3100852698000,D00DDD000,D0D0D,9,5,4,3,14,7,98,d14_nz7,val
mm_05578,2000000,70724000,141448000000000,D000000,D0DDD000,7,8,1,4,15,5,75,d15_nz5,test
mm_05579,30900000,10050000,310545000000000,D0D00000,D00D0000,8,8,2,2,16,4,64,d16_nz4,train
mm_05580,957391984,200032040,191509071639167360,DDDDDDDDD,D000DD0D0,9,9,9,4,18,13,234,d18_nz13,val
mm_05581,891684162,73000050,65092988410208100,DDDDDDDDD,DD0000D0,9,8,9,3,17,12,204,d17_nz12,train
mm_05582,867753461,116559,101144475660699,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,train
mm_05583,721184423,700020057,504843560895972111,DDDDDDDDD,D000D00DD,9,9,9,4,18,13,234,d18_nz13,test
mm_05584,9317090,995912230,9279003879010700,DDDD0D0,DDDDDDDD0,7,9,5,8,16,13,208,d16_nz13,train
mm_05585,38477481,7505634,288797889627954,DDDDDDDD,DD0DDDD,8,7,8,6,15,14,210,d15_nz14,test
mm_05586,30067400,930789972,27986434404112800,D00DDD00,DD0DDDDDD,8,9,4,8,17,12,204,d17_nz12,train
mm_05587,500000000,4000,2000000000000,D00000000,D000,9,4,1,1,13,2,26,d13_nz2,train
mm_05588,101940,861897755,87861857144700,D0DDD0,DDDDDDDDD,6,9,4,9,15,13,195,d15_nz13,train
mm_05589,959701011,400560940,384418739085110340,DDDD0D0DD,D00DD0DD0,9,9,7,5,18,12,216,d18_nz12,val
mm_05590,307083101,960837057,295056823019273757,D0D0DDD0D,DD0DDD0DD,9,9,6,7,18,13,234,d18_nz13,train
mm_05591,4424276,7781680,34428300063680,DDDDDDD,DDDDDD0,7,7,7,6,14,13,182,d14_nz13,train
mm_05592,19438932,209,4062736788,DDDDDDDD,D0D,8,3,8,2,11,10,110,d11_nz10,test
mm_05593,70600000,900000739,63540052173400000,D0D00000,D00000DDD,8,9,2,4,17,6,102,d17_nz6,train
mm_05594,521328033,900230,469315135147590,DDDDDD0DD,D00DD0,9,6,8,3,15,11,165,d15_nz11,train
mm_05595,422186682,89951,37976114232582,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,test
mm_05596,24308529,430055488,10454016301657152,DDD0DDDD,DD00DDDDD,8,9,7,7,17,14,238,d17_nz14,test
mm_05597,561007,100000,56100700000,DDD00D,D00000,6,6,4,1,12,5,60,d12_nz5,test
mm_05598,2725295,981624,2675214979080,DDDDDDD,DDDDDD,7,6,7,6,13,13,169,d13_nz13,test
mm_05599,734067,700000000,513846900000000,DDD0DD,D00000000,6,9,5,1,15,6,90,d15_nz6,train
mm_05600,480510,8708784,4184657799840,DD0DD0,DD0DDDD,6,7,4,6,13,10,130,d13_nz10,train
mm_05601,485341393,561590829,272563275242884797,DDDDDDDDD,DDDDD0DDD,9,9,9,8,18,17,306,d18_nz17,train
mm_05602,2471931,367869253,909347410437543,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_05603,995729270,270222973,269068923642519710,DDDDDDDD0,DD0DDDDDD,9,9,8,8,18,16,288,d18_nz16,test
mm_05604,9480058,589069,5584408286002,DDD00DD,DDD0DD,7,6,5,5,13,10,130,d13_nz10,test
mm_05605,11738810,228059041,2677141751081210,DDDDDDD0,DDD0DD0DD,8,9,7,7,17,14,238,d17_nz14,train
mm_05606,91144583,585395452,53355624362636516,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,test
mm_05607,947355198,9525,9023558260950,DDDDDDDDD,DDDD,9,4,9,4,13,13,169,d13_nz13,test
mm_05608,216248129,99107320,21431772520204280,DDDDDDDDD,DDD0DDD0,9,8,9,6,17,15,255,d17_nz15,val
mm_05609,35045,9357265,327925351925,DD0DD,DDDDDDD,5,7,4,7,12,11,132,d12_nz11,train
mm_05610,43035799,771803306,33215171944551494,DD0DDDDD,DDDD0DD0D,8,9,7,7,17,14,238,d17_nz14,train
mm_05611,7000000,55734156,390139092000000,D000000,DDDDDDDD,7,8,1,8,15,9,135,d15_nz9,train
mm_05612,808608000,459133223,371258797183584000,D0DD0D000,DDDDDDDDD,9,9,4,9,18,13,234,d18_nz13,val
mm_05613,10033900,3630,36423057000,D00DDD00,DDD0,8,4,4,3,12,7,84,d12_nz7,train
mm_05614,44070570,702400060,30955171012234200,DD0D0DD0,D0DD000D0,8,9,5,4,17,9,153,d17_nz9,train
mm_05615,635914795,47147993,29982106303256435,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,test
mm_05616,298410554,300000000,89523166200000000,DDDDD0DDD,D00000000,9,9,8,1,18,9,162,d18_nz9,train
mm_05617,3000007,40000200,120000880001400,D00000D,D0000D00,7,8,2,2,15,4,60,d15_nz4,train
mm_05618,833060367,80699718,67227736693876506,DDD0D0DDD,D0DDDDDD,9,8,7,7,17,14,238,d17_nz14,train
mm_05619,90,94,8460,D0,DD,2,2,1,2,4,3,12,d4_nz3,train
mm_05620,466771,604507150,282166406912650,DDDDDD,D0DD0DDD0,6,9,6,6,15,12,180,d15_nz12,test
mm_05621,967450159,993782348,961434890583993332,DDDDD0DDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05622,465206049,219909984,102303454792293216,DDDD0D0DD,DDDD0DDDD,9,9,7,8,18,15,270,d18_nz15,train
mm_05623,612141199,73146275,44775848480883725,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,val
mm_05624,863,8453,7294939,DDD,DDDD,3,4,3,4,7,7,49,d7_nz7,train
mm_05625,1060000,700050,742053000000,D0D0000,D000D0,7,6,2,2,13,4,52,d13_nz4,test
mm_05626,843811,849599640,716901521828040,DDDDDD,DDDDDDDD0,6,9,6,8,15,14,210,d15_nz14,train
mm_05627,10007370,36550889,365778270051930,D000DDD0,DDDD0DDD,8,8,4,7,16,11,176,d16_nz11,train
mm_05628,30900000,174399549,5388946064100000,D0D00000,DDDDDDDDD,8,9,2,9,17,11,187,d17_nz11,train
mm_05629,68044971,671848133,45715886726389143,DD0DDDDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_05630,40000000,99529970,3981198800000000,D0000000,DDDDDDD0,8,8,1,7,16,8,128,d16_nz8,train
mm_05631,235922642,76239450,17986612468626900,DDDDDDDDD,DDDDDDD0,9,8,9,7,17,16,272,d17_nz16,train
mm_05632,885229871,409380006,362395409901359226,DDDDDDDDD,D0DDD000D,9,9,9,5,18,14,252,d18_nz14,val
mm_05633,4007308,3063530,12276508277240,D00DD0D,D0DDDD0,7,7,4,5,14,9,126,d14_nz9,train
mm_05634,11070040,87140,964643285600,DD0D00D0,DDDD0,8,5,4,4,13,8,104,d13_nz8,train
mm_05635,434744265,3050000,1325970008250000,DDDDDDDDD,D0D0000,9,7,9,2,16,11,176,d16_nz11,train
mm_05636,24011,26281531,631045840841,DD0DD,DDDDDDDD,5,8,4,8,13,12,156,d13_nz12,train
mm_05637,9000000,5000000,45000000000000,D000000,D000000,7,7,1,1,14,2,28,d14_nz2,train
mm_05638,340061304,954817564,324696505895943456,DD00DDD0D,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_05639,464982125,8880041,4129060334267125,DDDDDDDDD,DDD00DD,9,7,9,5,16,14,224,d16_nz14,val
mm_05640,592025906,776200,459530508237200,DDD0DDD0D,DDDD00,9,6,7,4,15,11,165,d15_nz11,train
mm_05641,3071507,2000000,6143014000000,D0DDD0D,D000000,7,7,5,1,14,6,84,d14_nz6,train
mm_05642,700300066,84407056,59110266887665696,D00D000DD,DDD0D0DD,9,8,4,6,17,10,170,d17_nz10,train
mm_05643,47417058,951582272,45121231783195776,DDDDD0DD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_05644,457805586,65623435,30042775115507910,DDDD0DDDD,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,train
mm_05645,80003000,900000000,72002700000000000,D000D000,D00000000,8,9,2,1,17,3,51,d17_nz3,train
mm_05646,95585564,221048097,21129007022871708,DDDDDDDD,DDD0DD0DD,8,9,8,7,17,15,255,d17_nz15,train
mm_05647,16083034,800000030,12866427682491020,DD0DD0DD,D000000D0,8,9,6,2,17,8,136,d17_nz8,train
mm_05648,403700939,600100,242260933493900,D0DD00DDD,D00D00,9,6,6,2,15,8,120,d15_nz8,train
mm_05649,858422784,671834392,576717949167587328,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05650,402630663,19400008,7811038083245304,D0DDD0DDD,DDD0000D,9,8,7,4,17,11,187,d17_nz11,train
mm_05651,179431094,800000000,143544875200000000,DDDDDD0DD,D00000000,9,9,8,1,18,9,162,d18_nz9,val
mm_05652,4000020,4088,16352081760,D0000D0,D0DD,7,4,2,3,11,5,55,d11_nz5,train
mm_05653,58806235,5005009,294325735431115,DDD0DDDD,D00D00D,8,7,7,3,15,10,150,d15_nz10,train
mm_05654,785096583,273173966,214467947271158178,DDD0DDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,val
mm_05655,2400002,1020000,2448002040000,DD0000D,D0D0000,7,7,3,2,14,5,70,d14_nz5,train
mm_05656,93854519,62985472,5911471178547968,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,test
mm_05657,871413935,773756727,674262394207790745,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_05658,960004000,12649392,12143466917568000,DD000D000,DDDDDDDD,9,8,3,8,17,11,187,d17_nz11,train
mm_05659,456021301,9596523,4376218903536423,DDD0DDD0D,DDDDDDD,9,7,7,7,16,14,224,d16_nz14,val
mm_05660,7060901,274224276,1936270464632676,D0D0D0D,DDDDDDDDD,7,9,4,9,16,13,208,d16_nz13,train
mm_05661,168583710,58737281,9902148746292510,DDDDDDDD0,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,train
mm_05662,205699289,2586323,532004802224347,D0DDDDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,test
mm_05663,950979425,4701010,4470563786719250,DD0DDDDDD,DD0D0D0,9,7,8,4,16,12,192,d16_nz12,test
mm_05664,10000000,30000000,300000000000000,D0000000,D0000000,8,8,1,1,16,2,32,d16_nz2,train
mm_05665,90000070,63,5670004410,D00000D0,DD,8,2,2,2,10,4,40,d10_nz4,train
mm_05666,365050747,91124,33264884269628,DDD0D0DDD,DDDDD,9,5,7,5,14,12,168,d14_nz12,train
mm_05667,277490048,35425958,9830350785865984,DDDDD00DD,DDDDDDDD,9,8,7,8,17,15,255,d17_nz15,train
mm_05668,600000,826072393,495643435800000,D00000,DDD0DDDDD,6,9,1,8,15,9,135,d15_nz9,test
mm_05669,1421875,49004888,69678825125000,DDDDDDD,DD00DDDD,7,8,7,6,15,13,195,d15_nz13,train
mm_05670,942587817,771173455,726898703476797735,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05671,28093109,274900007,7722795860751763,DD0DDD0D,DDDD0000D,8,9,6,5,17,11,187,d17_nz11,train
mm_05672,738018550,10401432,7676449762563600,DDD0DDDD0,D0D0DDDD,9,8,7,6,17,13,221,d17_nz13,train
mm_05673,898226295,761013616,683562440744232720,DDDDDDDDD,DDD0DDDDD,9,9,9,8,18,17,306,d18_nz17,val
mm_05674,987477912,138792596,137054622899139552,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,val
mm_05675,7496355,47519,356219293245,DDDDDDD,DDDDD,7,5,7,5,12,12,144,d12_nz12,train
mm_05676,41943235,355314562,14903042172888070,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,val
mm_05677,789004306,777364406,613343863665132236,DDD00DD0D,DDDDDDD0D,9,9,6,8,18,14,252,d18_nz14,train
mm_05678,300000000,874178977,262253693100000000,D00000000,DDDDDDDDD,9,9,1,9,18,10,180,d18_nz10,test
mm_05679,771018003,320003000,246728074014009000,DDD0DD00D,DD000D000,9,9,6,3,18,9,162,d18_nz9,train
mm_05680,5013,63453636,318093077268,D0DD,DDDDDDDD,4,8,3,8,12,11,132,d12_nz11,val
mm_05681,4619889,600042429,2772129417270381,DDDDDDD,D000DDDDD,7,9,7,6,16,13,208,d16_nz13,train
mm_05682,795177,531589884,422708049189468,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,train
mm_05683,65552773,555337165,36403891115708545,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_05684,70060505,924382,64762669732910,D00D0D0D,DDDDDD,8,6,4,6,14,10,140,d14_nz10,train
mm_05685,7390906,803,5934897518,DDD0D0D,D0D,7,3,5,2,10,7,70,d10_nz7,val
mm_05686,82492,417105800,34407891653600,DDDDD,DDDD0DD00,5,9,5,6,14,11,154,d14_nz11,test
mm_05687,400000001,374165111,149666044774165111,D0000000D,DDDDDDDDD,9,9,2,9,18,11,198,d18_nz11,train
mm_05688,796052331,59,46967087529,DDD0DDDDD,DD,9,2,8,2,11,10,110,d11_nz10,val
mm_05689,5019075,868535111,4359242862242325,D0DD0DD,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,train
mm_05690,237004246,954491124,226218449157312504,DDD00DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_05691,592906240,294131209,174392229194844160,DDDD0DDD0,DDDDDDD0D,9,9,7,8,18,15,270,d18_nz15,val
mm_05692,87850,915,80382750,DDDD0,DDD,5,3,4,3,8,7,56,d8_nz7,val
mm_05693,440,2707303,1191213320,DD0,DD0DD0D,3,7,2,5,10,7,70,d10_nz7,train
mm_05694,69441126,225376591,15650404253081466,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_05695,20050000,743700025,14911185501250000,D00D0000,DDDD000DD,8,9,2,6,17,8,136,d17_nz8,train
mm_05696,2407,800,1925600,DD0D,D00,4,3,3,1,7,4,28,d7_nz4,train
mm_05697,9167,6760,61968920,DDDD,DDD0,4,4,4,3,8,7,56,d8_nz7,train
mm_05698,35094910,45002,1579341139820,DD0DDDD0,DD00D,8,5,6,3,13,9,117,d13_nz9,train
