id,a,b,product,target_heuristic,ot_score,dd_score,rc_score,category,notes,split
hds_447,7987767,7698877,61496835637659,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_448,8968979,6669666,59820094291014,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_449,5221043,80386,419698762598,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_450,9699769,6776888,65734248138872,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_451,68996,6968888,480825396448,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_452,68867,7776666,535555657422,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_453,7976676,676967,5399946421692,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_454,986969,8788989,8674459684341,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_455,6689789,878878,5879508376742,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_456,9867867,6968776,68766954720792,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_457,9696869,77688,753330358872,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_458,887976,6689689,5940283279464,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_459,6230853,1109781,6914882273193,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_460,1736506,51611,89622811166,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_461,8998699,79778,717898208822,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_462,21638,8687354,187976965852,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_463,3053844,2886018,8813448753192,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_464,7326331,676101,4953339715431,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_465,9768768,9896966,96681164757888,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_466,98064,3668278,359726013792,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_467,868876,9786886,8503590360136,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_468,6989866,86768,606496693088,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_469,7879898,66769,526132909562,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_470,8786866,98687,867149444942,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_471,6169544,62799,387441193656,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_472,9777988,798986,7812475520168,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_473,6866798,88968,610925284464,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_474,47972,1587258,76143940776,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_475,72167,8403674,606467941558,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_476,8969987,7886668,70743309433316,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_477,4255389,276328,1175883131592,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_478,7869797,799779,6294098374863,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_479,1086221,5081346,5519464733466,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_480,8698969,768867,6688350198123,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_481,778898,9666699,7529372517702,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_482,2957153,3963957,11722027334421,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_483,6355082,318164,2021958309448,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_484,6967769,99877,695919864413,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_485,9688688,676798,6557284661024,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_486,7996899,8679667,69410420352633,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_487,2185687,461788,1009324028356,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_488,73849,2718679,200771725471,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_489,677869,7679669,5205809545361,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_490,6897988,66688,460013023744,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_491,987769,6766788,6684023415972,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_492,7878968,66686,525416860048,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_493,8889687,6886786,61221371975982,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_494,9030324,36371069,328442537296356,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_495,86778,89966877,7807145652306,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_496,89988,68876668,6198073599984,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_497,98616859,628859,62016099333881,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_498,67696779,897678,60769909179162,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_499,68967986,768666,53013345926676,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_500,7799876,76889677,599729946280052,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_501,68335221,53693,3669123021153,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_502,88996668,787676,70100539463568,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_503,56691032,32154,1822843442928,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_504,915552,21339662,19537570223424,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_505,87669988,97879666,8581109143664008,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_506,69669788,98986978,6896401772020664,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_507,76677866,86968877,6668587896776482,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_508,26805093,33237717,890940095292681,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_509,78767876,997796,78594271601296,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_510,33879,62963761,2133149258919,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_511,10268084,2022899,20771296855516,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_512,9977877,97967998,977512633980246,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_513,69766778,68687979,4792138982161662,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_514,8138586,99452449,809402309097114,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_515,99897,76997898,7691859016506,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_516,79989768,8978686,718203010084848,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_517,23473246,57457368,1348710933576528,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_518,44834823,57901173,2595988842947379,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_519,97769866,9978969,975642461948154,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_520,91096646,6525649,594464736873254,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_521,724414,63778749,46202218678086,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_522,967898,96798696,93691264261008,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_523,36014,25534226,919589615164,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_524,86968796,99769777,8676857382878492,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_525,28625936,758856,21722963289216,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_526,8777866,87977996,772259059836536,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_527,7806433,79767891,622702696642803,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_528,893956,31207527,27898156006812,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_529,65183876,589397,38419180962772,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_530,6676666,77786986,519357724668676,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_531,67777788,787668,53386394718384,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_532,73399,80544041,5911852065359,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_533,44498,97008386,4316679160228,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_534,99676777,76777968,7652980394849136,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_535,99940331,11917,1190988924527,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_536,79866789,797776,63715807461264,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_537,47970118,927322,44483745763996,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_538,79898787,88977978,7109232511912686,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_539,8979987,78696996,706698001019052,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_540,62478438,64678031,4040982349795578,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_541,6899766,97696868,674085528132888,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_542,86878667,999868,86867199015956,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_543,9686787,98766989,956734785074343,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_544,7667687,87878778,673826963646486,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_545,791408,37078486,29344210448288,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_546,702687,20659384,14517080564808,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_547,2696704,5759353,15531270272512,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_548,68986896,89899896,6201914775762816,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_549,67868,98789966,6704677412488,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_550,7669879,877887,6733287065673,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_551,87179493,66578,5804236284954,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_552,768886,67676767,52035718671562,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_553,79668,7868966,626904783288,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_554,9876768,98987,977671634016,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_555,87966798,778786,68507310747228,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_556,3835841,88297,338693252777,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_557,8868766,67797,601275728502,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_558,68777,9789966,673324491582,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_559,640277,8967396,5741617408692,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_560,81063897,363443,29462105917371,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_561,29484494,2429519,71633138378386,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_562,4733663,56707,268431827741,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_563,96989689,66979776,6496347643529664,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_564,140493,4938012,693756119916,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_565,36715629,524181,19245635124849,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_566,4691901,5898606,27675675390006,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_567,6768987,77868797,527092874598639,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_568,7936769,68428142,543098356153198,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_569,96678676,9999967,966783569603692,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_570,89978,76997668,6928096171304,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_571,70842559,97079,6877324785161,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_572,6666677,77797878,518653323911406,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_573,372952,39732746,14818407086192,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_574,6968996,876678,6109565475288,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_575,789231,27771986,21918512282766,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_576,89687887,679689,60959870227143,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_577,6345466,41724,264758223384,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_578,67768,6786769,459925761592,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_579,495272,49491088,24511550135936,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_580,86788668,88766,7703882903688,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_581,68797866,67979,4676810132814,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_582,120301,6466563,777933995463,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_583,85847972,6908109,593047148004948,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_584,6174173,92474,570950474002,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_585,99766,98687766,9845683662756,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_586,77868897,669999,52172083121103,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_587,20371,3839022,78204717162,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_588,98989869,78889,7809211775541,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_589,9688799,66968,648839491432,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_590,66877987,979898,65533605705326,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_591,89100579,595144,53027674988376,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_592,88768997,77768879,6903465386644363,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_593,737379,9443726,6963605234154,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_594,9370388,57045613,534539527507844,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_595,7966769,89788,715320254972,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_596,8798798,77769,684273721662,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_597,1504751,61381,92363121131,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_598,6235173,13735614,85643929551222,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_599,9691361,240064,2326546887104,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
